full_name,gender
sonia,f
rajendra,m
muskan urf suman,f
rampal singh,m
sanjay singh,m
ashmin,f
harneet kaur,f
shayana,f
maya,f
nisha,f
shobha,f
jasoda,f
sapna,f
ravindra jindwal,m
abhinav mittal,m
ankit,m
vikas kumar & bal ram,m
smt anju,f
renu,f
smt parwati devi,f
sanjay kumar,m
kailash,m
sangita,f
pooja,f
sanjan kumari d/o,f
ashish @ aashu,m
gauri,f
salesh girsa,m
kundan,m
meenu,f
mukesh panjara,m
laxmi,f
kulvinder kour,f
lalit arya,m
dev kumar,m
raj rani,f
gulafshan,f
devender jain,m
sohail,m
varsha tiwari,f
rajkumari,f
balram,m
vinod,m
sandhya,f
ankit tiwari,m
mithu lal,m
priya,f
sabir,m
jincy varghese,f
sunil gujar,m
seema,f
ramprasad sodani,m
shakshi,f
vivek ratan,m
naresh,m
mohan lal saini,m
prem,f
rajender singh,m
sandeep,m
abhishek @ guddu,m
majid,m
janam,f
shabnam,f
sudhansu,m
shri  rajesh kumar,m
sandhya,f
ku.  kamini,f
rinki,f
satish,m
varsha kumari,f
shila devi,f
maksood mohd,m
nahid @ shabia,f
sonu,f
sharadhha,f
meera devi,f
phool watiya devi,f
uttam,m
aayana,f
surender @ ramu,m
dolat ram,m
ganeshi dass,m
farzana,f
kailash singh,m
akash hooda @ nandi,m
sukhdev,m
subhash chand bhatia,m
pooja,f
ishu,f
munajir alam,m
harish,m
meena,f
reshma,f
bhavna,f
swati,f
asutosh sharma,m
naval kishore,m
meenu chawla,f
neha,f
manish ( with daughter purwa 7 years ),m
faizur rehman,m
roshani,f
md. waseem,m
punia,m
jiya rahman,m
parem varma,m
kuldeep singh,m
smt. puja,f
gajender singh,m
mohd ataullah,m
mohd. javed khan,m
rajni devi,f
chandi prsad,m
guljan,f
hiri,f
kiran,f
komal sharma,f
sourav,m
upender choudhry,m
smt. asha,f
rashmi,f
meenu,f
manav,m
smt seema bai,f
mairy kumari,f
sant ram,m
chanchal,f
rajveer singh,m
rohit,m
mona,f
shittal,f
leela,f
sudhir,m
asha devi,f
kunal,m
bharat,m
jagdish,m
manju,f
reena sain,f
shankar kumar @ kalu,m
iema,f
deepak maan,m
beera,f
aarti,f
ramesh,m
mansur ali,m
vicky,m
shabnam,f
komal,f
nand lal bansal,m
juber,m
लक्ष्‍मी,f
pratap singh,m
rahim,m
payal,f
rangeeta,f
harshmeet singh @ happy,m
punam,f
diti sharma,f
man singh,m
terence nameirak pam,m
abhishek @ leru,m
janki devi,f
rishi,m
amit kumar,m
braj kumar,m
chappla  malik,f
chandan,m
abhishek,m
anju,f
ramdutt,m
archna,f
vishal,m
arun joshi,m
pulkit,m
narayan sharma,m
baburam,m
neeraj yadav,m
preeti,f
aishe banu,f
sarju,m
neelam,f
deepak sharma,m
ct. dilbag singh,m
smt. hemlata,f
sandeep,m
mohd. ali,m
himansu,m
ashwani,m
asana,f
sudha @ rajwati,f
pratul chatarjee,m
इन्‍द्रा,f
saraswati,f
vipin,m
bablu,m
pinky,f
jyoti,f
jagdish,m
sarita,f
sapna,f
anand,m
mona,f
poonam,f
khusbu regar,f
chandkor,f
amil,m
bhismpal,m
anjali,f
abhishek kumar singh,m
javed,m
satish kumar aggarwal,m
ruchi,f
smt vimla,f
sajid hussen,m
baburam,m
kali,f
mohan lal,m
madhuri,f
raj kumari,f
mohini,f
sheetal,f
raj kumar,f
radhabai,f
kapil @ prince,m
nisha,f
gafur,m
omprkesh,m
bindu devi,f
pankaj,m
rasida khan,f
rehana,f
manvendra singh @ tiger,m
seeva @ pinky,f
pooja,f
neha,f
nooralam,m
deepnarayan @ rohit,m
chotan,m
vijay thakur,m
kanwar ali,m
smt. rita,f
meena kawar,f
dev,m
soniya,f
hini bibi,f
neeraj,m
aarti,f
km.  shaba,f
radhey shyam sachdeva,m
pooja,f
sandeep,f
isha naaz,f
aarti,m
narender singh,m
spana,f
vimal,m
jyoti,f
dimpal,f
musarrat,f
yogesh,m
nazmuslam,m
sagir ahmad,m
rakesh,m
poonam sharma,f
pooja,f
harshita chobe,f
amit sharma s/o- late. dev sharma,m
sone lal shah,m
surender pal,m
shweta,f
deepansu,m
kumari hina parveen,f
rita das urf sapna das,f
mukesh chaudhary,m
bhaggo devi,f
jayantadass,m
nusrat parveen,f
vikash,m
seema,f
tamsa,f
raziya jano,f
urmila w/o lt. ashok kumar,f
gjender,m
mitthu,m
sultan,m
poonam,f
shivam,m
smt haju,f
kanchan,f
rajesh kumar,m
reshma,f
keshanti,f
kiran,f
kamala d/o gokul singh r/o suradiya ps jawaja,f
kavita,f
shiv kumar verma,m
poonam,f
minakumari,f
savita,f
aman sharma,m
tanya chopra,f
kudeep,m
priya,f
umar,m
rubi,f
kalpna,m
ajeet singh,m
tulsi,f
amir,m
kailash chandra,m
kushmita,f
sahid,m
munni devi,f
sushma,f
devki nandan,m
bhim kumar @ pappu,m
gautam rehan,m
radhika,f
priyanka,f
udaiveer,m
meena kumari,f
abdullah,m
aniket,m
beena,f
ganga ram,m
mahender singh,m
rajesh,m
vimal verma,f
riju,f
rita,f
jatin,m
arzoo,f
vijaypal,m
guddi bai,f
shiv kumar,m
manu devi,f
jagbir,m
jitender tiwari,m
bhanu pratap singh,m
sanjay,m
bhajan singh rodhan,m
smt rekha,f
rohit,m
pradeep yadav,m
pooja,f
laxmi,f
roopa,f
neeraj,f
parem devi urf gothi,f
sayara,f
ravi pruthi,m
krishama,f
pushpa devi,f
anshul,m
shalini @ rakhi,f
ajay,m
sh.shiv charan singh,m
bablu pandey,m
kiran gupta,f
kastoori,f
shabana @ gudiya,f
priya,f
satendra kumar,m
gulab gameti,m
nisha,f
rinki,f
smt.asha sharma,f
lalita luthra,f
babita,f
asmina,f
amit,m
seema devi,f
rupan singh,m
khushnuma,f
ashok kumar,m
parmod,m
priyanka,f
aakas,m
amit bansal,m
pooja,f
amit kumar,m
gulfam,m
tasleem,f
manoj,m
sandeep kumar,m
santosh salvi,f
urmila,f
ram bhrose,m
sonia @ sonu,f
amit kumar jaina,m
bharti,f
arun kumar,m
anita kumari,f
shukla vishwas,f
raj kumar,m
kusum,f
kanchi,f
priyanka,f
dishad,m
meena,f
parkash,m
mahender kumar,m
krishana,f
vasu nanoma,f
kumari preeti,m
puja,f
pooja,f
cheddi lal,m
hemlata,f
mukul,m
rakhi,f
komal,f
mohit,m
sujata yadav,m
jyoti,f
km meenu,f
pooja,f
subham krishna,m
munna,m
suman,f
mukesh devi,f
deepak kumar,m
mayank,m
farhana,f
sunil,m
jahirul nisha,f
gulshan,m
kumari deepa,f
awdhesh pokharana,m
nazahat,f
rajesh kumar gupta,m
hemraj,m
vimal nepali,m
disi nang @ manju,f
ashish @ bhanu,m
दिनेश,m
vinay kumar,m
manisha,f
samiya meena,f
bhuneshwar,m
sat pal,m
preeti,f
sonu kumar,m
pankaj @ gaya,m
prem chand,m
adalat mahto,m
dhiraj@dhirendar,m
smt. hemlata,f
uda ram,m
bhusan,m
mahender singh,m
tara,f
sarita devi,f
ankit @ happy,m
seema,f
jyoti,f
geeta,f
gaurav chhabra,m
rajender,m
rohit,m
mr. babu lal,m
naresh kumar,m
smt.aabida,f
suraj,m
halkuji,m
pardeep kumar,m
aashiya,f
krishna,f
manoj sethi,m
anish,m
prem kumar,m
asha rani,f
prem lata,f
rupali @ gudiya,f
neetu kumari,f
muskan,f
deepak rana,m
shakuntla,f
bimla,f
manish kumar,m
nitesh,m
rahul sharma,m
sunil gurjer,m
rekha,f
preeti,f
sweta sharma,f
mala,f
nisha,f
priyanka,f
pooja,f
mamta,f
naroo orf narayan,m
parvej,m
meena,f
damodar prasad,m
inder lal,m
manish,m
manisha,f
anju,f
tikaram,m
durgesh,f
sarita,f
pinki devi,f
suman,f
saroj,f
manish kumar,m
fornta,f
babu lal sharma,m
hansraj meena,m
somnath,m
bhawna,f
geeta,f
mujaffar,m
raj,m
deeraj,m
rajesh sharma @ raju,m
sunil kumar,m
yaqoob,m
rinku,f
rauf mohammad,m
iqbal hussain,m
saurabh,m
श्रीमती आशा देवी,f
vikash kasana,m
pinki,f
raj kumar,m
smt. rashni,f
shweta,f
urmila,f
priyanka,f
sangeeta,f
lalita,f
kalpna,f
surendar,m
babita khatoon,f
laxmi,f
mariyam sarjo,f
satish kumar bhatnagar,m
juli devi,f
monika  w/o vikash,f
akash,m
salman,m
barkha,f
vishal,m
rukhsar,m
balram,m
noora @ kabadi,m
rachna,f
naresh chand @ pappu,m
natthu ram,m
kumari shakuntala urf chhotan,f
govind kunwar,f
asharam,m
farzana,f
himanshu,m
subhash,m
gori nandy,f
ajay sharma,m
asha,f
surendera saini,m
sanjay,m
raju,m
tanveer malik,m
naveen,m
sandeep,m
kokila,f
sajiya katun,f
rajeev,m
arun,m
sarita,f
laltes,f
kamla,f
nisha,f
beena,f
santro,f
nisha devi,f
lalital mohan,m
jyoti,f
anju,f
partibha,f
varsha,f
vikash,m
ravi kant,m
ladli,f
geeta rani,f
vikas,m
rizwana,f
pooja,f
sonia,f
deepak,m
unnati,f
sharda,f
shiva,f
tapender upadyay,m
ramesh chand,m
vindeshver,m
pradeep,m
sita,f
anjali@rinku,f
smt mariyam,f
alka sharma,f
kanki,f
dipeeka,f
mho. taiyaybh,m
deerendra singh,m
lokesh,m
sandeep kaur,f
punam,f
priyanka @ priya,f
sarla devi,f
smt ganga,f
reshma,f
shimpi kumari,f
kamlesh ( with 1 year child),f
surender kumar,m
monika,f
payal kanvar,f
sajiya,f
jagdish ram,m
saroj,f
manju,f
shi8vprakash,m
ishwer das,m
yoginder,m
neetu,f
kiran,f
smt foolmati,f
kanti devi,f
arthi,f
sankar gupta,m
rahul,m
sanju,m
vishu,m
ashish,m
aarti,f
om prakash,m
kalpna,f
rajkumar,m
amiraka,f
mr. lokesh sharma,m
jitendra kumar khant,m
sagar,m
vikesh kumar bhatt,m
pooja verma,f
bilkis,f
jyoti,f
rana,m
sona,f
shabir,m
bhawna,f
kanahiya soni,m
suraj kumar,m
poonam,f
ramesh singh negi,m
pooja,f
deepak kumar,m
krishan pal @ kishan,m
ankita,f
manisha rani,f
bindvasini,f
phooli devi,f
rakesh kumar soni,m
kabul singh,m
sehboob,m
aslam baks,m
krish,m
nidhi,m
isha thakur and  vidsu thakur,f
bhagwan singh,m
brijpal pal,m
reena,f
pooja,f
talib kha,m
vishal sarin,m
anil,m
sudhansu,m
harneet kaur,f
akshpaat,m
gyandeep,m
mithlesh,f
priyanka,f
anil kumar,m
chandni,f
sapna,f
kajal,f
mantosh,m
devender,m
aftab,m
nishu,f
samina,m
ravi,m
sikha,f
sonam,f
seema,f
sandeep kumar sharma,m
rahul,m
aman,m
pabitra bhoi,m
madhu,f
farida,f
smt. mamta davi w/o mahesh regar,f
javed,m
deepak @ deepu,m
mayur agarwal,m
sahil,m
arun,m
anju jain,f
amit,m
priyanka,f
deepak,m
jyoti,f
bharti,f
saleem qureshi,m
dwarka parsad,m
sarita,f
kunwar sen,m
narayan singh,m
gopal,m
nikhil,m
khusbu,f
shabnam,f
janid minjh,f
rajni,f
khushbu,f
faisal,m
kalpana,f
swapam som,m
puran mal,m
bilal,m
bheem mukhiya,m
sukshana,f
ishwar singh,m
ramkumar,m
puja,f
munesh,f
krishna,m
pooran chand,m
ravi,m
harbas kaur,f
jenab parvin,f
chanda,f
dataterya devi dass jadhav,m
khajan singh,m
ravina,f
smt. urmila devi,f
divyansh with father,m
neelkant sharma,m
sandeep  kummer,m
pawan kumar,m
rajesh gupta,m
sabita devi,f
komal,f
soniya,f
nisha,f
bharti,f
mamta,f
poonam,f
km- pooja,f
komal,f
bharat bhushan koushik,m
aarti mehta,f
deepak sharma,m
shobha kumari,f
shankar lal,m
anita,f
tannu,f
sharda,f
anju,f
ravi,m
mamta,f
rahishudeen,m
chahat,f
saad,m
babita,f
dinesh singh,m
ravi tripathi,m
harish sharma,m
baljeet singh,m
sangeeta,f
rajan,m
suman,f
priti,f
pankaj rawal,m
kripal singh,m
ramkishan,m
nafisa,f
ashak @ shahrukh,m
rekha harijan,f
sarita,f
naim,m
savina,f
punam shakya,f
renu,f
ruksana,f
arti,f
monika,f
rajni,f
sainky,m
pooja,f
vinita,f
aman,m
dhirender,m
saddam hussain,m
kishore,m
bharti devi,f
santosh,f
shailja jakhmola,f
montu,m
tara parshad,m
manisha,f
sohan singh urf rupsingh,m
soni,f
nitin kumar,m
ishwar singh,m
rakesh singh,m
manu bhai,m
pinky,f
kavita devi,f
priyanka,f
shahrukh,m
priya kumari,f
rakesh kumar,m
rekha,f
pankaj yadav,m
anubhav shrivastab,m
komal / kabila,m
manisha,f
manira minj,f
smt sohani devi,f
rakhi,f
nadeem kha,m
devki,f
devanti devi w/o late sehdev,f
kiran,f
javid,m
ruksar bano,f
sozi sarju,f
pooja chawriya,f
kapil kumar,m
gulwasha,f
sham singh,m
shanti devi,f
kamlesh,m
bhagwati,f
swati sharma,m
rupali,f
rajesh,m
ravinder,m
nitin jain,m
rakhi,f
aatif ali,m
bharma,m
amit,m
km tanjeem,f
nitin,m
pankaj kumar,m
modh israil,m
khusbhu,f
chura bahadur,m
raman,m
muntiyaj,m
anand msingh,m
rohit,m
simran malhotra,m
sanjiv kumar,m
kamla devi,f
sunil,m
shivji  mathur,m
firakat ali,m
shakun,f
arun prakash tiwari,m
siwani,f
hariom,m
shivam,m
chetram,m
saroj,f
vandana,f
jagrti,f
ankur,m
manju,f
smt monika,f
anjila,f
suja ram,m
bablu,m
sanjay,m
bhulan kumar,m
gaurav gupta,m
priyanka mandal,f
anaro devi,f
devika,f
chet ram,m
gaurav,m
smt pooja kumari age 18,f
ram singh,m
renu,f
vivek paswan,m
ritu  @ chotti,f
suchit jain,m
jitendra singh,m
lakhsmi devi,f
saroj,f
sapna,f
rakhi,f
sonu,m
tahir mohmaddi,m
munni devi,f
neeraj,m
nusrant,f
pooja,f
reeta jain,f
ashish sethi,m
maya,f
shri manoj,m
mandeep kaur,f
shagufta islam,f
sanchit gupta,m
anli kumar,m
kumari divya urf kamal d/o babu lal bairwa,f
smt amrita singh,f
ranjit,m
smt. chanchal,f
pramod mehto,m
pooja,f
sheetal,f
akansha,f
chandni,f
geeta,f
rajnesh,m
kiran,f
sumit,m
shyamlal,m
satyaprakash,m
akash @ dabbu,m
sourabh,m
naresh kumar,m
parwati,f
bhram singh,m
jitender,m
afjal,m
km dipali,f
suraj bhan,m
sunil,m
parmila sona,f
sabra,f
nisha,f
satender,m
kajal,f
simabharti,f
manisha,f
himansu garg,m
sohan singh rana,m
pinki,f
nand lal,m
ram bhajan,m
ravi kumar,m
mamta,f
mangol jao singh,m
manku ram jat,m
sagar pandey,m
meenu,f
rajendra chourasiya,m
rajani,f
rashi,f
munender bahuguna,m
mukesh,m
om parkash,m
sher ram,m
ajay mital,m
iarfan mohammad,m
saleem ansari,m
mamta,f
kawita,f
mohamad faisal,m
seema,f
manbhari,f
rinki,f
annu,f
bina bai,f
sanaullah,m
ghanshayam,m
sunita,f
tofik,m
rekha,f
varun bansal,m
rukshana,f
sh jainarayan,m
surbhi,f
arti,f
sandeep,m
tabwsum,f
mangilal,m
pushapa,f
smt rita,f
deepak,f
heena,f
jagmohan gupta,m
doli,f
reena with pooja and kishan,f
sarita,f
alapna,f
rahul,m
kanti kumari,f
sunita verma,f
shiv mohan,m
nandani,f
archana,f
shanaj bano,f
sarita,f
hawa singh,m
rimjhim,f
harbhajan singh,m
multan singh,m
chanda devi,f
puran chand,m
mandu ram,m
lala ram,m
parmila,f
bittu paswan,m
kajal w/o sandeep,f
gauri visht,m
manoj,m
smt. usha jatav,f
momin kureshi,m
salim,m
vishal,m
ajeet singj,m
manju bai  bagri,f
smt nima garasiya,f
jamnaa devi,f
firoj,m
rukhsar,f
jat ram,m
vicky,m
jagat singh,m
sunita haddu,f
krishana,m
aaysha,f
vivek,m
satish kumar,m
shaila,f
rahul,m
doulat singh,m
monika sharma,f
ankur solan,m
dhan bai,f
neeru,f
monika,f
niranjan lal saini,m
anchal devi @ samina bano,f
manish,m
akeel,m
sakib @ nadir,m
rajbala,f
prem devi,f
rajiya,f
mandira devi,f
sunita,f
jaiwanti,f
kalu,m
himmat ram,m
lali,f
pinki,f
liyakat,m
chhidu ali,m
rajesh,m
kasturi devi,f
iram aara,f
suman,f
ram kishan,m
ajay,m
amit,m
shyam bihari,m
maya,f
amit sharma,m
anil kumar,m
ranjit kumar chopra,m
gurvinder singh s/o,m
manvi,f
chunni,f
kauslender  singh,m
sarves,m
harees sharma,m
haider ali,m
sumit,m
simran,f
sukhdev,m
jitendra yadav,m
sunita,f
vishwanath mehto s/o,m
pankaj @ parveen,m
muskan,f
jagpati jha,m
omveer,m
sonia,f
jagdish chand,m
amit kumar yadav,m
vandna urf meenu,m
sonu,m
ruchi,f
akshay kumar,m
radha,f
kanchan,f
ruksana,f
rohtash saini,m
farid khan,m
smt reena,f
dhurender singh,m
shiv devi,f
baban tiwari,m
ajay chand,m
seema,f
shabnam,f
sarita,f
rinku pal,m
ruksar,f
durga,f
smt. pooja,m
poneem,f
bal bahadur kayanchhaki,m
shilpa,f
bharti,f
anam,f
karishma,f
deepak,m
krishan kumar,m
mukesh,m
arshad,m
rani,f
rajkaranta,f
ram devi sharma,f
mnyak sharma / monu,m
aashish,m
naeem khan,m
mona c/o shyam lal r/odadiya ps sanganer sadr,f
monu,m
neha @ monti,f
virender,m
heena,f
jai dev @ nanu,m
ct. shyam lal,m
manju bairwa,f
gulshan,f
bharat dendor,m
kiran,f
hari prasad,m
kartik,m
birender,m
kawa lal,m
rakesh,m
indresh kumar,m
smt bharti devi,f
naresh,m
maya,f
jiya lal,m
urmila,f
"smt. bhanwari ,nahar singh",f
shekher,m
reemi sarkar,f
ramotar,m
priya kumari,f
manju saini,f
goopi ram,m
shaheen,f
rahul,m
aarti,f
beena,f
prakash chand,m
nizamuddin @ monu,m
mh. yameen,m
manisha,f
monam sharma,f
mhendar singh,m
babita,f
sunita pancholi,f
rubi,f
parveen kumar,m
amit kumar,m
maninder @ mani,m
suntia,f
huma,f
jai bhagwan,m
manoj,m
rajkumar jain,m
beni dangi,f
ashish,m
gaffar sardar,m
anguri,f
arjun giri,m
babita,f
girish kumar,m
sheela,f
surajbhan,m
satender dass,m
shankar kumar,m
usha,f
mukesh,m
hiten dev,m
sunil,m
firasat,m
nathuram,m
naresh,m
ि‍वजय,m
sohil,m
neha,f
mahaveer mali,m
chiddu ram,m
sarika panjawani,f
pritam kaur,m
md  tayab,m
rajveer singh,m
senser,m
kirshna,m
teena,f
neha,f
parminder singh,m
vishal bhandari,m
naresh,m
soni devi,f
neelam,f
abdul ahad,m
bhawna,f
priya,f
durgesh,f
kusuma devi,f
aarti,f
sunder  singh,m
deepak,m
jai singh @ jassu,m
pankaj,m
annu soni,f
surender kumar,m
gulsida,f
rakhi,f
adil,m
pooja,f
channu bai,f
anju,f
sunita kaur,f
sarita,f
ram parsad,m
komal,f
mamoita rai,f
ram das gupta,m
sanju,m
rohit,m
parkash kumar,m
randeep,m
munna kumar @ pankaj,m
ragini,f
deepak,m
varsha,f
wazir azam,m
deepa singh,f
smt kmla davi,f
vishesh,m
laja,f
kumari neetu,f
ajay kumar,m
bishnu aale magar,f
rajiv,m
tilakram,m
mony,f
seeta behen,f
trilochan kakkar,m
rohit,m
rekhai,m
sonia,f
maya,f
sharda,f
smt dimpal gayri,f
kishor saini,m
brijesh,m
farzana khatoon,f
santosh,m
kumari gori,f
pinky,f
sabina,f
nikhil chauhan,m
bhawna sejwani,f
radhey shyam,m
pintu kumar,m
usha parmanand,f
sushma tyagi,f
madhu,f
radhika,f
naval bai,f
mukesh kumar,m
ashok,m
smt. aamna devi,f
karan singh,m
sonali priydarshni jaina,f
ragwender sharma,m
jayada khatoon,f
pooja,f
santoshi,f
lakshman nath,m
chandra kala,f
kanchan,f
jatan singh,m
megha bansal,f
sanjana,f
panchu,f
ishwar singh,m
rani,f
kiran meena,f
rajiv bagoriya,m
sahib saran,m
narender kumar gupta,m
ram singh,m
rajkali,f
neelu,f
rahul,m
pooja,f
pooja w/o dharambir,f
komal,f
bacche singh,m
shivani,f
gaurav gupta,m
kavita,f
kumari lelina,f
salma,f
himanshu,m
sheela nain,f
jyoti,f
sangeeta,f
mohd. fahad,m
gulista aapu,f
supiriya @ muskan,f
ankita,f
mahadev parshad,m
mohd iqbal,m
sangeeta mishra,f
saurabh gupta,m
sunil,m
vijender singh rawat,m
kanya devi,f
vandana,f
veenu,f
anshum,m
deepak,m
ramrati,f
miss alfiya,f
krishan,m
parveen,f
rajni kanwar,f
sachin,m
vinay @ niku,m
tara chandra @ billu,m
ajay,m
chanchal @ komal,f
bholaram yadav,m
hasina,f
yogender jha,m
meti kumari,f
priyanka tirki,f
praveen kumar,m
jahoor ahmed meer,m
babita,f
rajo baluram sansi,f
biru ram,m
chhotu,m
reeta,f
bhura kanwar @ suman kanwar,f
dilawar,m
sahab singh,m
ankit,m
sunil keshri,m
kajul choudhry,f
priyanka,f
julfi @ sonu,m
priya jain,f
jeenat,f
najiya,f
priyanka,f
madhu,f
musarrat,f
nikil mishra,f
laxmi,f
shalu,f
savitri,f
renu,f
nanni,m
sujeet kumar,f
kishan soni,m
suman,f
bhasker nath tiwari,m
garsh,m
सुश्री ग,f
rahul kumar,m
kamlesh,f
smt. suman devi,f
mamta pandey,f
hemlata,f
monu,m
sona,f
"sangita devi with daughter sonia 3yrs 6month, and",f
nasar ali,m
shri  aladeen,m
sunita,f
rajeev sirohi,m
naseema,f
mithu,f
rakesh,m
abdul sakur,m
devi,f
reetu,f
shiv kumar @ rohit,m
miss kanchan,f
ramesh,m
yashmin,f
raja,m
nikki,f
amit,m
yaswani panday,m
vinay yadav,m
mehboob,m
omprakash,m
ravi kumar,m
sheela,f
amit kumar,m
smt nisha,f
dimpal,f
guddu mishra,m
jasina khatun,f
shyam lal chawla,m
poonam,f
bharti pasi,f
kumar anand,m
divyansh,m
narendera,m
rekha,f
bhonu,m
kajal,f
manlisa bairwa,f
nimahe mandal,m
bhawana,f
pushpa,f
bajinder,m
gurupreet singh,m
chanchal,f
mohan sada,m
arun,m
dilsah hassan@sambhu,m
ahsan khan,m
sanwar lal,m
shree prakash garg,m
manisha chowhan,f
harish chand,m
seema,f
devesh kadyan,m
ashok kumar,m
sujata,f
abhay,m
himani @ payal,f
puranmal,m
preeti,f
sanjay,m
shilpi,f
atul kumar,m
ravi ram,m
sujen manjhi,m
pinki,f
shaulal,m
akash,m
mamta,f
sona,f
fauji purvi,f
jai bhagwan,m
hisham singh,m
narender singh,m
amit kumar,m
sheetal,f
reekha,f
vipin kumar,m
beekar singh,m
vijay kumar,m
rajni,f
reshma,f
manju,f
kesar,f
daya nand,m
satish,m
sanjay kumar,m
mohd. hanif,m
shriram asre gupta,m
harleen kaur,f
poonam,f
ajit yadav,m
laxmanram,m
sabbo,f
sanjana,f
shikha rai,f
mohit,m
manisha,f
saddam khan,m
rihan,m
kiran,f
aru,m
manju,f
vipin,m
pratima and her son aakash,f
madhu,f
kaif,m
punit khandelwal,m
akbari begum,f
smt ranjna verma,f
kumari mona,f
pinki kumari,f
jyoti,f
kajal,f
rashi,f
jyoti,f
श्री अब्,m
sonu,m
uma devi,f
shalu,f
manish,m
suraj,m
kali,f
mahtab ali,m
simran,f
neha,f
kum usmani,f
hemlata,f
smt. ramvati,f
kailash,m
binda rani,f
kapil,m
bhagwan das,m
badami,f
preeti,f
shaikh ajamat,m
smt meena devi,f
jay narayan,m
virwanti,f
bharat,m
sukh dev,m
laxmi koli,f
chanda,f
ashwani @ ashu,m
ishwar ram,m
tribavan,m
kayum ali,m
kishan,m
satish,m
shiwani,f
vinit,m
ramesh kumar,m
mahesh kumar,m
"tanisha d/o govin ram r/o 24/86, 1st floor, tilak",f
kashis,f
durganand,m
dimple,f
rani ranjan @ golu,m
vijay kumar,m
smt sangita,f
lalit sharma,m
sarif mohammed,m
usha devi,f
renu,f
pawan kumar,m
kiran,f
nadim,m
sardeep,m
shakib,m
sulender,m
satan choudhary,m
sonia,f
rajani,f
ram kumar,m
jyoti gupta,f
vishnu sharma,m
kishan singh,m
manisha,f
saurabh ujjwal,m
vijay,m
heena,f
yogesh,m
sarafat,m
kajal,f
shrimati maya devi,f
neha,f
durga,f
upender jha,m
bhajan lal,m
darshan lal,m
rubi,f
sangeeta shah,f
aejaz khan,m
monika,f
ruchi,f
pannalal,m
arvind kumar,m
pooja soni,f
bhojaram,m
birju,m
phoolwanti,f
aarti,f
rakesh tyagi,m
bali,f
palak,f
reena,f
rinki,f
savita,f
smt pooja,f
shakuntala sharma,f
raj shabnam,f
nasima @ reshma,f
reena devi,f
renu,f
neetu sain,f
sonia,f
faisal,m
gaurav kumar @ sonu,m
sna,f
balram @ ballu,m
subhash nimbolkar,m
mum and singh,m
monika,f
rudra pratap,m
rajni,f
rubiya,f
foola devi,f
sonia,f
jeba,f
vijay kumar,m
ramesh babu,m
shama basi,f
rani,f
faran singh,m
mohd. miraj ansari,m
abdul kadirjilani khan,m
raman kumar,m
karan bajaj,m
charan singh,m
satyanarayan,m
sitaram,m
aman,f
kelashi,f
laxmi @ mona,f
basanti baiya,f
rahil,m
poonam,f
dinesh,m
khursid alam,m
chitra,m
sameeruddin,m
sushmita bishwas,f
rahil perveen,f
sulekha kumari,f
akash,m
vikrant @ vicky,m
nisha parveen,f
abid,m
subhash,m
jitendra kumar,m
mangal,m
mahesh kumar,m
shish ram,m
pooja,f
kanchan sharma,f
smt. baikunthi devi,f
kumari guddi,f
pooja,f
sangeeta,m
manisha  aamliya,f
rajendra singh,m
dhukhu ram,m
rohit,m
kanika sharma,f
tajinder,m
vikash,m
mohd khalid,m
shubham mangvar,m
om prakash mishra,m
manju,f
mamta,f
shobha ram,m
maya devi,f
prem lata,f
chanderpal,m
manish garg,m
shaurabh,m
fauina,f
pholwati,f
deepa,f
rajnesh kumar,m
smt purnima,f
paratibha,m
neha,f
saurabh rana,m
rahul @ vijay,m
keshar ninama,f
neha,f
seema,f
jaiprakash,m
pooja,m
sonu,m
poonam,f
manisha,f
pratibha,f
arti,f
durga,f
aman dahiya,m
sushri manju,f
dharmender,m
banty,m
neetu,f
simranjeet kaur,f
poonam yadav,f
anjali,f
shalu @ sheetal,f
shahnawaj @ sanu,m
seema jatav,f
noor ahmad,m
anno,f
ratneshwar roy,m
daniel gomes,m
neeraj,m
raju,m
paramveer urf chintu,m
smt. sobha,f
smt. resham,f
imtiaz ali,m
sheela,f
ashok shrivastav,m
laxmi,f
gudiya,f
mohd. ali,m
kuldeel,m
lucky,m
rizwana,f
sushil kumar,m
smt aashma,f
gopal singh,m
naveen,m
sanjay kumar,m
rahul kumar,m
sazia praveen,f
sarita devi,f
sangeeta,f
anita,f
smt. santosh with her four children,f
mamta,f
kumari payal sharma,f
om parkash,m
annu,f
neeraj,m
manpreet kaur @preet,f
anjani devi,f
priya,f
pooja,f
नसीम,f
reeta,f
sandeep narwal,m
poonam soni,f
nathuram,m
guru charan lal,m
salima,f
durga meghwal,f
gopal tiwari,m
ajay,m
smt. suman,f
amit kumar,m
aardhna,f
monika,f
priyak davi,f
sadab,m
sangeeta,f
shabanam,f
monu,m
anshu,m
a lakshmi devi,f
sweta,f
manisha,f
rishi mandal,m
madhuri,f
mohd. irfan,m
rajiv,m
imran,m
arun kumar,m
velaram,m
sanjay chug,m
yash,m
razia devi,f
arshad,m
sanjeev kumar jha,m
himanshu,m
sonali,f
abhijit singh,m
pawan bay,f
dev,m
rohit,m
aajad singh,m
rinki,f
jyoti,f
devendri,f
girishchandra,f
priti,f
ajay,m
shankar gupta,m
shyoram avatar,m
rahul,m
subhash chander sukhija,m
dimple,f
arsad,m
radhika,f
jyoti,f
pooja,f
geeta,f
